epoch,accuracy,loss,val_accuracy,val_loss
0,0.9664239,0.14727356168958877,0.9808526039123535,0.11392948776483536
1,0.9773411,0.09617104248868094,0.980354368686676,0.1183793917298317
2,0.9795139,0.07592284824285242,0.9797919988632202,0.102709099650383
3,0.981694,0.06379425989256965,0.979179322719574,0.09691601246595383
4,0.9834431,0.05530322136150466,0.9667680263519287,0.12039827555418015
5,0.9854139,0.04758942373510864,0.9852988123893738,0.08860781043767929
6,0.9867902,0.04185942740490039,0.9020909667015076,0.30489346385002136
7,0.98732686,0.03936527661151356,0.9882698059082031,0.03964785858988762
8,0.9880539,0.03722372324102455,0.9757840037345886,0.08148728311061859
9,0.9873786,0.038442526592148675,0.985160768032074,0.06958645582199097
10,0.98978865,0.031130861408180662,0.9708113074302673,0.10684181749820709
11,0.9903043,0.02891823368974858,0.9833790063858032,0.042496249079704285
12,0.99104965,0.026664965206550227,0.985569953918457,0.051737844944000244
13,0.9911263,0.024989415291282867,0.9911267161369324,0.03579431027173996
14,0.9914169,0.025040787696424458,0.9781553745269775,0.08615297079086304
15,0.99154955,0.02438920425872008,0.9750350713729858,0.08732067793607712
16,0.99187016,0.02198024227594336,0.9310051798820496,0.1509980410337448
17,0.9923561,0.02082237626115481,0.989844799041748,0.027279891073703766
18,0.9927435,0.020892079929924673,0.9841433763504028,0.0693306252360344
19,0.99241877,0.020351348124030562,0.9751168489456177,0.09543849527835846
20,0.992938,0.02000518278736207,0.9836194515228271,0.04204566031694412
21,0.9931833,0.018481977894488306,0.9819720387458801,0.0507642962038517
22,0.9929734,0.019687340191255013,0.9864925146102905,0.04394814372062683
23,0.9934792,0.017809612148751815,0.9218466877937317,0.16876129806041718
24,0.9938398,0.017721010516915055,0.9752616286277771,0.04499289020895958
25,0.9939315,0.017085535162025028,0.9913212060928345,0.03384527191519737
26,0.99409235,0.015980204577661222,0.8853588700294495,0.380757600069046
27,0.9940397,0.016596280617846383,0.9947147369384766,0.011413470841944218
28,0.994259,0.016414930060919788,0.9885213375091553,0.048215653747320175
29,0.9943595,0.016033839620649814,0.9838190674781799,0.07579568773508072
30,0.9945647,0.015482525496433178,0.9932020902633667,0.029572006314992905
31,0.994279,0.0154450798407197,0.9941322803497314,0.019190045073628426
32,0.99449366,0.015387098398059606,0.9848626852035522,0.05085963010787964
33,0.9947609,0.014830397110846308,0.9904352426528931,0.03158880025148392
34,0.9948787,0.01447768586480783,0.9175807237625122,0.1492941677570343
35,0.99473983,0.014480158790118165,0.964238166809082,0.12541234493255615
36,0.9949995,0.013326083661781417,0.992103099822998,0.02323893830180168
37,0.99460787,0.01500028776936233,0.991034209728241,0.03990287706255913
38,0.9945453,0.013847867192493545,0.9925083518028259,0.030518073588609695
39,0.99481773,0.014187036889294784,0.991704523563385,0.038862720131874084
40,0.9948754,0.01385189900174737,0.9941229224205017,0.013679481111466885
41,0.99521875,0.013646947545930743,0.9937975406646729,0.013035194016993046
42,0.9951537,0.012949269647813505,0.992586612701416,0.020768262445926666
43,0.99529886,0.012781741573578781,0.9941378235816956,0.022001978009939194
